,cause,age,Year,valprevnumberboth,valdeathsnumberboth,valprevrateboth,valdeathsrateboth,valprevpercentboth,valdeathspercentboth,valprevnumberfemale,valdeathsnumberfemale,valprevratefemale,valdeathsratefemale,valprevpercentfemale,valdeathspercentfemale,valprevnumbermale,valdeathsnumbermale,valprevratemale,valdeathsratemale,valprevpercentmale,valdeathspercentmale,is_projection
282,Ischemic heart disease,Age-standardized,2013,0.0,0.0,609523.4999,28593.7084,6.3446,0.0,0.0,0.0,474424.8671,23774.0269,4.8856,0.0,0.0,0.0,759091.9669,34909.4929,7.9847,0.0,False
283,Ischemic heart disease,Age-standardized,2014,0.0,0.0,609392.9109,28263.2009,6.3458,0.0,0.0,0.0,474354.5329,23556.913,4.8868,0.0,0.0,0.0,758615.9559000001,34497.7005,7.9874,0.0,False
284,Ischemic heart disease,Age-standardized,2015,0.0,0.0,609640.6681,28201.9613,6.353,0.0,0.0,0.0,474669.3559,23579.4441,4.8925,0.0,0.0,0.0,758585.6736,34373.8108,7.9927,0.0,False
285,Ischemic heart disease,Age-standardized,2016,0.0,0.0,610561.8194,27817.5203,6.3662,0.0,0.0,0.0,475700.2106,23272.1446,4.9041,0.0,0.0,0.0,759230.0113,33944.6559,8.0044,0.0,False
286,Ischemic heart disease,Age-standardized,2017,0.0,0.0,611981.5252,27401.9058,6.3844,0.0,0.0,0.0,477292.9728,22930.691,4.9221,0.0,0.0,0.0,760332.3896,33443.7421,8.0217,0.0,False
287,Ischemic heart disease,Age-standardized,2018,0.0,0.0,613407.8952,27110.6593,6.4019,0.0,0.0,0.0,478887.7548,22661.5096,4.9405,0.0,0.0,0.0,761444.0111,33151.4298,8.0392,0.0,False
288,Ischemic heart disease,Age-standardized,2019,0.0,0.0,614339.877,26831.5242,6.4142,0.0,0.0,0.0,479923.9493,22431.7844,4.9526,0.0,0.0,0.0,762115.7449,32807.3193,8.0513,0.0,False
289,Ischemic heart disease,Age-standardized,2020,0.0,0.0,614147.9527,26381.9067,6.4117,0.0,0.0,0.0,480082.1334,21965.2953,4.9536,0.0,0.0,0.0,761665.4144,32325.1155,8.0454,0.0,False
290,Ischemic heart disease,Age-standardized,2021,0.0,0.0,621840.388,26104.5277,6.4933,0.0,0.0,0.0,489859.6355,21757.9296,5.0555,0.0,0.0,0.0,767291.161,31893.8253,8.1057,0.0,False
291,Ischemic heart disease,Age-standardized,2022,0.0,0.0,616675.9519531311,26545.17886715317,6.439103921538274,0.0,0.0,0.0,482957.9209270837,22198.3294349584,4.984102781971153,0.0,0.0,0.0,763740.7282045209,32513.563342735062,8.069132866331925,0.0,True
292,Ischemic heart disease,Age-standardized,2023,0.0,0.0,622034.4254790369,25842.97395404535,6.495338569681383,0.0,0.0,0.0,489956.78954926634,21603.881580128695,5.056195818351041,0.0,0.0,0.0,767474.7327302631,31830.47643586006,8.108851120288373,0.0,True
293,Ischemic heart disease,Age-standardized,2024,0.0,0.0,628445.3423423279,25433.029650075412,6.561770566590521,0.0,0.0,0.0,498049.92134190066,21304.93159628246,5.139368030974363,0.0,0.0,0.0,772220.8679192291,31492.81840260246,8.15821829002088,0.0,True
294,Ischemic heart disease,Age-standardized,2025,0.0,0.0,633449.4448928833,25116.287692468613,6.612031245953403,0.0,0.0,0.0,504389.6883621216,21070.426679760218,5.203541669179685,0.0,0.0,0.0,775964.878528595,31319.678161144257,8.194886607176159,0.0,True
295,Ischemic heart disease,Age-standardized,2026,0.0,0.0,638252.9984970093,24885.60958769545,6.65937615185976,0.0,0.0,0.0,510516.98697662354,20896.474570911378,5.265099014970474,0.0,0.0,0.0,779573.2416267395,31234.96043729782,8.228659437561873,0.0,True
296,Ischemic heart disease,Age-standardized,2027,0.0,0.0,643617.8870620728,24666.384441327304,6.711647090269253,0.0,0.0,0.0,517380.84494781494,20732.742158215493,5.333727395976894,0.0,0.0,0.0,783613.7073860168,31196.332850933075,8.265488272241782,0.0,True
297,Ischemic heart disease,Age-standardized,2028,0.0,0.0,649572.1105575562,24458.612253353,6.769078026292846,0.0,0.0,0.0,525020.2583999634,20579.229441665113,5.409795468789525,0.0,0.0,0.0,788106.2807044983,31206.01933813095,8.305489236488938,0.0,True
298,Ischemic heart disease,Age-standardized,2029,0.0,0.0,656143.6690444946,24262.293023776263,6.831902924925089,0.0,0.0,0.0,533474.2233657837,20435.93642126769,5.493671890231781,0.0,0.0,0.0,793070.9664955139,31266.24383497238,8.348778455692809,0.0,True
299,Ischemic heart disease,Age-standardized,2030,0.0,0.0,663360.562461853,24077.426752604544,6.900355751160532,0.0,0.0,0.0,542781.7359390259,20302.863097008318,5.585725316195749,0.0,0.0,0.0,798527.769657135,31379.2302775383,8.39547205506824,0.0,True
300,Lower extremity peripheral arterial disease,0-14 years,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
301,Lower extremity peripheral arterial disease,0-14 years,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
302,Lower extremity peripheral arterial disease,0-14 years,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,Lower extremity peripheral arterial disease,0-14 years,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
304,Lower extremity peripheral arterial disease,0-14 years,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
305,Lower extremity peripheral arterial disease,0-14 years,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
306,Lower extremity peripheral arterial disease,0-14 years,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
307,Lower extremity peripheral arterial disease,0-14 years,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
308,Lower extremity peripheral arterial disease,0-14 years,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
309,Lower extremity peripheral arterial disease,0-14 years,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
310,Lower extremity peripheral arterial disease,0-14 years,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
311,Lower extremity peripheral arterial disease,0-14 years,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
312,Lower extremity peripheral arterial disease,0-14 years,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
313,Lower extremity peripheral arterial disease,0-14 years,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
314,Lower extremity peripheral arterial disease,0-14 years,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
315,Lower extremity peripheral arterial disease,0-14 years,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
316,Lower extremity peripheral arterial disease,0-14 years,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
317,Lower extremity peripheral arterial disease,0-14 years,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
318,Lower extremity peripheral arterial disease,0-14 years,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
319,Lower extremity peripheral arterial disease,0-14 years,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
320,Lower extremity peripheral arterial disease,0-14 years,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
321,Lower extremity peripheral arterial disease,0-14 years,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
322,Lower extremity peripheral arterial disease,0-14 years,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
323,Lower extremity peripheral arterial disease,0-14 years,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
324,Lower extremity peripheral arterial disease,0-14 years,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
325,Lower extremity peripheral arterial disease,0-14 years,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
326,Lower extremity peripheral arterial disease,0-14 years,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
327,Lower extremity peripheral arterial disease,0-14 years,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
328,Lower extremity peripheral arterial disease,0-14 years,2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
329,Lower extremity peripheral arterial disease,0-14 years,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
330,Lower extremity peripheral arterial disease,15-49 years,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
331,Lower extremity peripheral arterial disease,15-49 years,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
332,Lower extremity peripheral arterial disease,15-49 years,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
333,Lower extremity peripheral arterial disease,15-49 years,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
334,Lower extremity peripheral arterial disease,15-49 years,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
335,Lower extremity peripheral arterial disease,15-49 years,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
336,Lower extremity peripheral arterial disease,15-49 years,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
337,Lower extremity peripheral arterial disease,15-49 years,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
338,Lower extremity peripheral arterial disease,15-49 years,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
339,Lower extremity peripheral arterial disease,15-49 years,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
340,Lower extremity peripheral arterial disease,15-49 years,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
341,Lower extremity peripheral arterial disease,15-49 years,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
342,Lower extremity peripheral arterial disease,15-49 years,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
343,Lower extremity peripheral arterial disease,15-49 years,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
344,Lower extremity peripheral arterial disease,15-49 years,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
345,Lower extremity peripheral arterial disease,15-49 years,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
346,Lower extremity peripheral arterial disease,15-49 years,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
347,Lower extremity peripheral arterial disease,15-49 years,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
348,Lower extremity peripheral arterial disease,15-49 years,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
349,Lower extremity peripheral arterial disease,15-49 years,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
350,Lower extremity peripheral arterial disease,15-49 years,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
351,Lower extremity peripheral arterial disease,15-49 years,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
352,Lower extremity peripheral arterial disease,15-49 years,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
353,Lower extremity peripheral arterial disease,15-49 years,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
354,Lower extremity peripheral arterial disease,15-49 years,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
355,Lower extremity peripheral arterial disease,15-49 years,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
356,Lower extremity peripheral arterial disease,15-49 years,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
357,Lower extremity peripheral arterial disease,15-49 years,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
358,Lower extremity peripheral arterial disease,15-49 years,2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
359,Lower extremity peripheral arterial disease,15-49 years,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
360,Lower extremity peripheral arterial disease,50-74 years,2001,40458012.973000005,16229.9352,723806.988,350.71320000000003,7.2448,0.1975,26480041.528,5083.58,864359.1863000001,210.4827,8.6478,0.164,13977971.4436,11146.3563,574320.1896,514.4183,5.7511,0.2202,False
361,Lower extremity peripheral arterial disease,50-74 years,2002,41206121.8398,16234.3344,720697.8824,347.6859,7.2138,0.1978,26946232.091399997,5068.693,861180.3376,204.8376,8.6164,0.1623,14259889.748,11165.6401,571389.631,514.2606,5.722,0.2222,False
362,Lower extremity peripheral arterial disease,50-74 years,2003,41985294.0603,16171.2928,717659.5678,346.7956,7.1837,0.2006,27427212.747,5009.8496000000005,857915.8886,204.3384,8.5835,0.1643,14558081.3136,11161.4434,568586.3413,512.8641,5.6946,0.2256,False
363,Lower extremity peripheral arterial disease,50-74 years,2004,42840348.9568,15852.860700000001,714340.3326,342.7859,7.1509,0.2024,27955143.8119,4953.8718,854133.4533,204.7185,8.5457,0.1691,14885205.145200001,10898.9881,565766.9395,503.8198,5.6662,0.2256,False
364,Lower extremity peripheral arterial disease,50-74 years,2005,43712107.7622,15827.8752,710720.7706,337.3862,7.1144,0.2022,28499910.9422,4914.2631,849763.7368,201.3373,8.5022,0.1694,15212196.8197,10913.6119,562929.3465,496.4286,5.6375,0.22569999999999998,False
365,Lower extremity peripheral arterial disease,50-74 years,2006,44654473.734,15275.4235,707418.2507,326.6827,7.0817,0.2007,29101068.3169,4745.5305,845621.2853,196.1389,8.4611,0.1689,15553405.4162,10529.8917,560525.9271,479.1686,5.6145,0.2232,False
366,Lower extremity peripheral arterial disease,50-74 years,2007,45674607.5827,15174.0314,704593.7312,323.9788,7.0531,0.2024,29757388.5419,4726.8156,841972.5182,193.2884,8.4242,0.1696,15917219.0408,10447.215400000001,558605.4863,476.7541,5.5947,0.2256,False
367,Lower extremity peripheral arterial disease,50-74 years,2008,46702545.3373,15528.2775,701938.7927,322.9254,7.0262,0.2058,30412437.5175,4843.8359,838489.445,193.4269,8.3891,0.1726,16290107.8199,10684.442200000001,556946.0667,474.2736,5.5788,0.2289,False
368,Lower extremity peripheral arterial disease,50-74 years,2009,47790460.397999994,15708.491899999999,699727.1067,322.9328,7.0044,0.2091,31108611.3092,4935.8844,835683.6805,192.2287,8.3618,0.1748,16681849.0887,10772.607,555491.9399,474.9732,5.5644,0.2333,False
369,Lower extremity peripheral arterial disease,50-74 years,2010,48893734.5326,16234.8423,697964.5874,321.7568,6.9875,0.2124,31804178.0988,5057.9992,833517.0096,191.4491,8.3391,0.177,17089556.4335,11176.8433,554333.9043,473.1323,5.5525,0.2367,False
370,Lower extremity peripheral arterial disease,50-74 years,2011,50054206.5667,16226.5419,696864.38,320.4811,6.9764,0.216,32530812.2878,5145.9193000000005,832145.7795,192.0407,8.325,0.1794,17523394.2775,11080.6222,553663.8704,469.1675,5.5463,0.24029999999999999,False
371,Lower extremity peripheral arterial disease,50-74 years,2012,51294051.0066,16205.1341,696186.3005,315.7318,6.9693,0.2163,33303600.1871,5136.7275,831399.1822,189.2629,8.319,0.181,17990450.8202,11068.4083,553232.1098,461.743,5.5411,0.2413,False
372,Lower extremity peripheral arterial disease,50-74 years,2013,52608294.752399996,16332.9349,695958.3150000001,314.8672,6.967,0.2188,34123182.4121,5218.7478,831097.6352,189.5476,8.3155,0.1826,18485112.3398,11114.1873,553225.6134,459.1805,5.5417,0.2444,False
373,Lower extremity peripheral arterial disease,50-74 years,2014,54071951.3909,16506.6512,696297.4532,315.0806,6.9705,0.2203,35055782.617,5250.2052,831384.6035,190.8493,8.3193,0.18510000000000001,19016168.7742,11256.4452,553706.6477,458.0981,5.5469,0.2439,False
374,Lower extremity peripheral arterial disease,50-74 years,2015,55603173.6857,16259.298499999999,697426.8337,312.3541,6.9813,0.2193,36037506.9665,5149.5899,832413.5459,189.6272,8.3293,0.186,19565666.7188,11109.7079,554934.6792,453.4604,5.5581,0.2429,False
375,Lower extremity peripheral arterial disease,50-74 years,2016,57324841.0269,16848.98,700406.7179,318.8555,7.0119,0.2253,37168935.657,5311.5205,835447.2122,192.1963,8.3587,0.1887,20155905.3697,11537.4588,557793.2007,464.3875,5.5872,0.24989999999999998,False
376,Lower extremity peripheral arterial disease,50-74 years,2017,59298579.5078,17104.2284,705160.0356000001,320.7651,7.0591,0.2272,38481120.052600004,5392.0205,840607.2813,192.6433,8.4105,0.1896,20817459.4556,11712.2084,562080.8157,467.6313,5.6302,0.253,False
377,Lower extremity peripheral arterial disease,50-74 years,2018,61321684.127399996,17714.3285,710207.3998,326.8592,7.1099,0.2324,39840629.675,5607.4564,846180.1168,196.1231,8.4663,0.1934,21481054.4518,12106.8735,566556.9474,476.521,5.6747,0.2572,False
378,Lower extremity peripheral arterial disease,50-74 years,2019,63376144.2075,18225.1414,714897.5889,330.12669999999997,7.157,0.235,41214507.763399996,5796.4262,851518.7535999999,199.288,8.5201,0.19619999999999999,22161636.4441,12428.714600000001,570584.9944,479.6581,5.7154,0.26,False
379,Lower extremity peripheral arterial disease,50-74 years,2020,65249572.6327,18896.8994,717739.156,331.9687,7.1851,0.2144,42439147.0678,6199.7674,853550.6227,202.4348,8.5408,0.1854,22810425.5651,12697.1316,574286.1544,479.8749,5.7526,0.2325,False
380,Lower extremity peripheral arterial disease,50-74 years,2021,67411942.72839999,19475.4603,722351.4664,334.9389,7.2317,0.1953,43847021.8094,6519.2553,858042.889,207.3081,8.5853,0.1709,23564920.919800002,12956.2047,578884.3089000001,480.8674,5.7986,0.2098,False
